course_number,weekday,room,note,exam,test,tutorium,room_id,start_time,end_time,room_capacity,calendar_week,course_name,type,kind,lecturer,semester,ects,registered_students,no_dates_total,instute,email,level,study_area,university,curriculum,assessment_criteria,teaching_methods,language,other_information,study_subject,no_dates_dataset,max_or_median,present_students_b,present_students_a,present_students,first,last,duration,overlength,irregular,relative_registered,relative_capacity
360.001,Di.,HS 19,,False,False,False,1,2024-05-14 10:15:00,2024-05-14 11:45:00,152,20,Grundzüge der Thermofluiddynamik,VL,Präsenz,Philipp Gittler,2024S,"4,50",122,28.0,I. Strömungslehre u. Wärmeübertragung,office.fluid@jku.at,B2 - Bachelor 2. Jahr,Mechatronik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik,Schriftliche und/oder mündliche Prüfung,Vortrag anhand eines Skriptums,Deutsch,begleitende Übung,Pflichtfächer,22,median,24.0,18.0,21.0,False,False,90.0,False,False,0.1721,0.1382
382.037,Di.,HS 19,,False,False,False,1,2024-05-14 12:00:00,2024-05-14 15:15:00,152,20,Schaltungs- und Programmiertechnik 2,VL,Präsenz,Michael Lunglmayr,2024S,"6,00",139,15.0,I. Signalverarbeitung,office.isp@jku.at,B1 - Bachelor 1. Jahr,Medical Engineering,Johannes Kepler Universität Linz,Bachelorstudium Medical Engineering,Schriftliche Klausur,Folien/Tafelvortrag und Distance Learning,Deutsch,,Informationstechnik,11,max,18.0,12.0,18.0,False,False,195.0,True,True,0.1295,0.1184
259.002,Di.,HS 18,"Präsenztermin, Video Einheit: Dateien, Module, Bibliotheken I",False,False,False,0,2024-05-14 12:00:00,2024-05-14 13:30:00,164,20,Einführung in die Softwareentwicklung mit Python,VL,Präsenz,Iris Groher,2024S,"3,00",223,11.0,I. WI Software Engineering,iris.groher@jku.at,B2 - Bachelor 2. Jahr,Betriebswirtschaftslehre,Johannes Kepler Universität Linz,Bachelorstudium Betriebswirtschaftslehre,Kumulative Modulprüfung,"Folienvortrag mit Beispielen an der Tafel, Distance Learning",Deutsch / English,(*)Attending the exercise (Uebung) connected with this lecture in the same semester is obligatory.,Wahlfächer,5,median,29.0,26.0,27.0,False,False,90.0,False,False,0.1211,0.1646
364.000,Di.,HS 18,Global Illumination II: Radiosity,False,False,False,0,2024-05-14 13:45:00,2024-05-14 15:15:00,164,20,Computer Graphics,VO,Präsenz,Oliver Bimber,2024S,"3,00",186,12.0,I. für Computergrafik,oliver.bimber@jku.at,B3 - Bachelor 3. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik,"Zwischenprüfung e-Exam (Moodle Test) 
abschließende e-Prüfung (Moodle-Test)",PowerPoint Slides,Englisch,,Anwendungen,11,median,9.0,12.0,10.0,False,False,90.0,False,False,0.0538,0.061
229.054,Di.,HS 19,,False,False,False,1,2024-05-14 15:30:00,2024-05-14 18:00:00,152,20,Grundbegriffe und Grundzüge der Politik,VU,Präsenz,Harald Stöger,2024S,"6,00",138,14.0,I. Politikwissenschaft und Sozialpolitik,harald.stoeger@jku.at,B1 - Bachelor 1. Jahr,Sozialwissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Sozialwirtschaft,"Abschlussklausur und kleinere schriftliche Leistungen (Exposé, Leseverständnistest(s), Textkommentar, etc.) während des Semesters.",Vorlesung mit interaktiven Elementen.,Deutsch,,Wahlfächer,8,median,13.0,17.0,15.0,False,True,150.0,True,True,0.1087,0.0987
340.400,Di.,HS 18,,False,False,False,0,2024-05-14 15:30:00,2024-05-14 17:00:00,164,20,Embedded and Pervasive Systems,VO,Präsenz,Alois Ferscha,2024S,"3,00",140,13.0,I. Pervasive Computing,teaching@pervasive.jku.at,B3 - Bachelor 3. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik,Klausur am Semesterende,Foliengestützter Vortrag ,Deutsch,https://www.jku.at/institut-fuer-pervasive-computing/,Systeme,8,median,17.0,19.0,18.0,False,True,90.0,False,False,0.1286,0.1098
231.117,Mi.,HS 19,,False,False,False,1,2024-05-15 08:30:00,2024-05-15 10:00:00,152,20,Datenanalyse 1 (Grundlagen),VU,Präsenz,Johann Bacher,2024S,"3,00",90,13.0,A. Empirische Sozialforschung,johann.bacher@jku.at,B1 - Bachelor 1. Jahr,Sozialwissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Soziologie,Abschlussklausur (die bei den Arbeitsaufgaben erreichten Punkte werden bei der Beurteilung berücksichtigt),"Vortrag durch Lehrveranstaltungsleiter
praktische Übungen in der Lehrveranstaltung
selbständige Bearbeitung von Arbeitsaufgaben ",Deutsch,Die LVA wird in jedem Semester angeboten.,Pflichtfächer,1,median,21.0,30.0,25.0,True,False,90.0,False,False,0.2778,0.1645
371.000,Mi.,HS 18,,False,False,False,0,2024-05-15 08:30:00,2024-05-15 10:00:00,164,20,Einführung in den Maschinenbau,VL,Präsenz,Klaus Zeman,2024S,"3,00",148,27.0,I. Mechatr. Produktentw. u. Fertigung,klaus.zeman@jku.at,B1 - Bachelor 1. Jahr,Maschinenbau,Johannes Kepler Universität Linz,Bachelorstudium Maschinenbau,schriftliche Prüfung,"Frontalunterricht, Erklären der theoretischen Grundlagen anhand eines Skriptums und Beispielen",Deutsch,keine,Pflichtfächer,21,max,19.0,29.0,29.0,True,False,90.0,False,False,0.1959,0.1768
327.029,Mi.,HS 19,,False,False,False,1,2024-05-15 10:15:00,2024-05-15 11:45:00,152,20,Numerik und Optimierung,KV,Präsenz,Stefan Takacs,2024S,"6,00",95,27.0,I. Numerische Mathematik,,M1 - Master 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Masterstudium Mechatronik,"Zur KV ist eine mündliche Prüfung abzulegen.
In die Endnote gehen die Note zu den Übungsblättern und die Note der mündlichen Prüfung zu jeweils 50% ein. Die Prüfung ist bestanden, wenn Sie mindestens die Note 4 in beiden Prüfungsanteilen erreichen.
Bitte bringen Sie zu den mündlichen Prüfungen die 4 Uebungsblätter mit ! ",,Deutsch,keine,(*)Elective Tracks,22,median,25.0,28.0,26.0,False,False,90.0,False,False,0.2737,0.1711
"325.004, 531.170",Mi.,HS 18,,False,False,False,0,2024-05-15 10:15:00,2024-05-15 11:45:00,164,20,"Zahlentheorie,Einführung in die Zahlentheorie",VO,Präsenz,Friedrich Pillichshammer,2024S,"2,00",117,13.0,A. MINT Didaktik,friedrich.pillichshammer@jku.at,,,,,,,,,Not available,10,median,48.0,36.0,42.0,False,False,90.0,False,False,0.359,0.2561
259.022,Mi.,HS 19,"Architecture Styles, Component-Based SA",False,False,False,1,2024-05-15 12:00:00,2024-05-15 14:30:00,152,20,Software Architectures,KV,Präsenz,Rainer Weinreich,2024S,"4,50",62,13.0,I. WI Software Engineering,rainer.weinreich@jku.at,M1 - Master 1. Jahr,Informatik,Johannes Kepler Universität Linz,Masterstudium Computer Science,"(*)Lecture: written exam at the end of the semesterExercises: written contributions, presentations and discussionsThe total grade is a weighted average of the points reached for both parts (ratio lecture:exercises = 2:1)","(*)Slide-based presentation, exercises with discussions, small projects in teams",Englisch,,(*)Major Subject,9,max,20.0,-1.0,20.0,False,True,150.0,True,True,0.3226,0.1316
258.300,Mi.,HS 18,DBS: Deductive DBS; KBS: Introduction,False,False,False,0,2024-05-15 12:00:00,2024-05-15 13:30:00,164,20,Data & Knowledge Engineering,VL,Präsenz,Michael Schrefl,2024S,"3,00",133,14.0,I. WI Data & Knowledge Engineering,dke.win@jku.at,B2 - Bachelor 2. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik,Klausur (gemeinsam mit Übungsklausur): 2 Teile je 60 Minuten,Siehe Studienmodul  Methoden und Konzepte des Data & Knowledge Engineering (Sonstige Informationen)	,Deutsch,Siehe Studienmodul  Methoden und Konzepte des Data & Knowledge Engineering,Data & Knowledge Engineering,11,max,7.0,2.0,7.0,False,False,90.0,False,False,0.0526,0.0427
257.200,Mi.,HS 18,,False,False,False,0,2024-05-15 13:45:00,2024-05-15 15:15:00,164,20,Prozess- und Kommunikationsmodellierung,VL,Präsenz,Udo Kannengiesser,2024S,"3,00",152,8.0,I. WI Communications Engineering,udo.kannengiesser@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik,Klausur,"Konzeptuelle Inputs und interaktiver Diskurs auf Basis von Fragen, die zu jeder Lerneinheit gestellt werden. Das gesamte Material ist didaktisch aufbereitet in einer e-Learning-Plattform verfügbar. Die Studierenden haben die Möglichkeit, ihre Überlegungen in einem den Fragen zugeordneten Forum kontextsensitiv einzupflegen und zu bearbeiten.",Deutsch,Siehe  Prozess- und Kommunikationsmodellierung,Wahlfächer,5,max,1.0,-6.0,1.0,False,True,90.0,False,True,0.0066,0.0061
365.232,Mi.,HS 19,,False,False,False,1,2024-05-15 14:30:00,2024-05-15 15:15:00,152,20,Programming in Python II,UE,Präsenz,Rainer Dangl,2024S,"1,50",46,13.0,I. Machine Learning,,B1 - Bachelor 1. Jahr,Artificial Intelligence,Johannes Kepler Universität Linz,Bachelorstudium Artificial Intelligence,(*)Online Assignments,,Englisch,,(*)Computer Science,10,median,-15.0,-16.0,-15.0,True,True,45.0,False,True,-0.3261,-0.0987
371.000,Do.,HS 18,,False,False,False,0,2024-05-16 08:30:00,2024-05-16 10:00:00,164,20,Einführung in den Maschinenbau,VL,Präsenz,Klaus Zeman,2024S,"3,00",148,27.0,I. Mechatr. Produktentw. u. Fertigung,klaus.zeman@jku.at,B1 - Bachelor 1. Jahr,Maschinenbau,Johannes Kepler Universität Linz,Bachelorstudium Maschinenbau,schriftliche Prüfung,"Frontalunterricht, Erklären der theoretischen Grundlagen anhand eines Skriptums und Beispielen",Deutsch,keine,Pflichtfächer,21,max,24.0,11.0,24.0,True,False,90.0,False,False,0.1622,0.1463
358.001,Do.,HS 19,,False,False,False,1,2024-05-16 08:30:00,2024-05-16 10:00:00,152,20,Maschinenelemente,VL,Präsenz,Gudrun Mikota,2024S,"3,00",118,13.0,I. Maschinenlehre u. Fluidtechnik,office.imh@jku.at,B2 - Bachelor 2. Jahr,Maschinenbau,Johannes Kepler Universität Linz,Bachelorstudium Maschinenbau,"Schriftliche und mündliche Prüfung. Die schriftliche Prüfung besteht aus zwei Beispielen; beide Beispiele umfassen jeweils die Berechnung einer kleineren Baugruppe. In Summe muss die Hälfte der Punkte erreicht werden, um zur mündlichen Prüfung antreten zu können. Ausnahme: bei der 3. Prüfung kann in jedem Fall ein Antritt zur mündlichen Prüfung erfolgen. In der mündlichen Prüfung werden zwei Fragen gestellt, die meist einen größeren Bereich umfassen; während der Antwort werden Zwischenfragen gestellt, um die Durchdringung des Fachgebietes zu überprüfen.",Frontalunterricht; ausführliches Skriptum; Üben des Erlernten in den begleitenden Übungen (siehe Maschinenelemente Übungen) ,Deutsch,Keine,Pflichtfächer,10,median,20.0,16.0,18.0,True,False,90.0,False,False,0.1525,0.1184
327.029,Do.,HS 19,,False,False,False,1,2024-05-16 10:15:00,2024-05-16 11:45:00,152,20,Numerik und Optimierung,KV,Präsenz,Stefan Takacs,2024S,"6,00",95,27.0,I. Numerische Mathematik,,M1 - Master 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Masterstudium Mechatronik,"Zur KV ist eine mündliche Prüfung abzulegen.
In die Endnote gehen die Note zu den Übungsblättern und die Note der mündlichen Prüfung zu jeweils 50% ein. Die Prüfung ist bestanden, wenn Sie mindestens die Note 4 in beiden Prüfungsanteilen erreichen.
Bitte bringen Sie zu den mündlichen Prüfungen die 4 Uebungsblätter mit ! ",,Deutsch,keine,(*)Elective Tracks,22,median,14.0,13.0,13.0,False,True,90.0,False,False,0.1368,0.0855
531.120,Do.,HS 18,,False,False,False,0,2024-05-16 10:15:00,2024-05-16 11:45:00,164,20,Lineare Algebra I,VO,Präsenz,Erhard Aichinger,2024S,"4,00",102,26.0,A. MINT Didaktik,erhard.aichinger@jku.at,,,,,,,,,Not available,20,max,27.5,18.5,27.0,False,False,90.0,False,False,0.2647,0.1646
531.120,Do.,HS 18,Tutorium / Fragestunde,False,False,True,0,2024-05-16 12:00:00,2024-05-16 13:30:00,164,20,Lineare Algebra I,VO,Präsenz,Erhard Aichinger,2024S,"4,00",102,26.0,A. MINT Didaktik,erhard.aichinger@jku.at,,,,,,,,,Not available,20,max,4.0,8.0,8.0,False,False,90.0,False,False,0.0784,0.0488
"531.240, 531.241, 531.242",Do.,HS 19,,False,False,False,1,2024-05-16 13:45:00,2024-05-16 14:30:00,152,20,Geometrie,UV,Präsenz,Bert Jüttler,2024S,"3,00",54,34.0,A. MINT Didaktik,"bert.juettler@jku.at, katharina.rittenscho@ph-linz.at",,,,,,,,,Not available,11,median,37.0,43.0,40.0,True,True,45.0,False,False,0.7407,0.2632
531.208,Do.,HS 18,,False,False,False,0,2024-05-16 13:45:00,2024-05-16 15:15:00,164,20,Wahrscheinlichkeitsrechnung,VO,Präsenz,Peter Kritzer,2024S,"4,00",76,28.0,A. MINT Didaktik,Peter.Kritzer@oeaw.ac.at,,,,,,,,,Not available,8,median,14.0,13.0,13.0,False,True,90.0,False,False,0.1711,0.0793
531.240,Do.,HS 19,,False,False,False,1,2024-05-16 14:30:00,2024-05-16 15:15:00,152,20,Geometrie,UV,Präsenz,Bert Jüttler,2024S,"3,00",30,34.0,A. MINT Didaktik,"bert.juettler@jku.at, katharina.rittenscho@ph-linz.at",,,,,,,,,Not available,10,max,5.0,20.0,20.0,True,False,45.0,False,True,0.6667,0.1316
339.170,Do.,HS 19,,False,False,False,1,2024-05-16 15:30:00,2024-05-16 17:00:00,152,20,Softwareentwicklung 1,VO,Präsenz,Hanspeter Mössenböck,2024S,"3,00",106,12.0,I. Systemsoftware,hanspeter.moessenboeck@jku.at,B1 - Bachelor 1. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik,Klausur am Semesterende,Folienvortrag mit Beispielen an der Tafel.,Deutsch,Für nähere Informationen siehe http://ssw.jku.at/Teaching/Lectures/,Software,11,median,30.0,30.0,30.0,False,False,90.0,False,False,0.283,0.1974
190.300,Do.,HS 19,Besprechung HA - Sachenrecht,False,False,False,1,2024-05-16 17:15:00,2024-05-16 19:45:00,152,20,Privatrecht für Wirtschaftsinformatik,KV,Präsenz,Martina Eliskases,2024S,"4,50",118,11.0,I. Zivilrecht,martina@eliskases.at,B2 - Bachelor 2. Jahr,Rechtswissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik,"zwei Klausuren (Gewichtung jeweils 50 %, positive Note ab insgesamt mehr als 50 % der Punkte)","Die Lehrveranstaltung besteht aus zwei Komponenten: Ein Teil der Lehrveranstaltung ist seinem Charakter nach als klassische „Vorlesung“ konzipiert, der der Stoffvermittlung dient. Der andere Teil hat primär Übungscharakter, bei dem der vermittelte Stoff auf Fälle angewendet wird.",Deutsch,,Grundlagen des Rechts,8,max,13.0,23.0,23.0,False,True,150.0,True,True,0.1949,0.1513
243.115,Fr.,HS 18,,False,False,False,0,2024-05-17 08:30:00,2024-05-17 11:45:00,164,20,Einführung in die Wirtschaftswissenschaften für Juristinnen und Juristen,KV,Präsenz,René Andeßner,2024S,"6,00",135,22.0,I. Public and Nonprofit Management,jurbwl@jku.at,D - Diplom,Rechtswissenschaften,Johannes Kepler Universität Linz,Diplomstudium Rechtswissenschaften,Schriftliche Klausur,"Vortrag durch die LVA-LeiterInnen
Diskussion von Fällen und Beispielen
Begleitendes Selbststudium",Deutsch,,Zweiter Studienabschnitt,4,max,12.0,-6.0,12.0,True,True,195.0,True,True,0.0889,0.0732
150.031,Di.,HS 18,Klausur,True,False,False,0,2024-05-21 16:15:00,2024-05-21 17:15:00,164,21,Praxis der Unternehmensbesteuerung,VL,Präsenz,Christoph Finsterer,2024S,"1,50",62,3.0,"I. Finanz-, Steuerrecht u. Steuerpolitik",steuerrecht@jku.at,D - Diplom,Rechtswissenschaften,Johannes Kepler Universität Linz,Diplomstudium Rechtswissenschaften,Die Beurteilung erfolgt auf Basis der Mitwirkung an den Vorlesungsinhalten.,Die Lehrinhalte werden im Rahmen von Vorträgen und Diskussionen erarbeitet. ,Deutsch,Die Lehrveranstaltung bildet in ihrer Gesamtheit einen Bestandteil des Fertigkeitentrainings im Sinne von § 3 des Curriculums. ,Zweiter Studienabschnitt,1,max,14.0,32.0,32.0,True,True,60.0,False,True,0.5161,0.1951
371.000,Mi.,HS 18,,False,False,False,0,2024-05-22 08:30:00,2024-05-22 10:00:00,164,21,Einführung in den Maschinenbau,VL,Präsenz,Klaus Zeman,2024S,"3,00",148,27.0,I. Mechatr. Produktentw. u. Fertigung,klaus.zeman@jku.at,B1 - Bachelor 1. Jahr,Maschinenbau,Johannes Kepler Universität Linz,Bachelorstudium Maschinenbau,schriftliche Prüfung,"Frontalunterricht, Erklären der theoretischen Grundlagen anhand eines Skriptums und Beispielen",Deutsch,keine,Pflichtfächer,21,max,15.5,29.5,29.0,True,False,90.0,False,False,0.1959,0.1768
327.029,Mi.,HS 19,,False,False,False,1,2024-05-22 08:30:00,2024-05-22 10:00:00,152,21,Numerik und Optimierung,KV,Präsenz,Stefan Takacs,2024S,"6,00",95,27.0,I. Numerische Mathematik,,M1 - Master 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Masterstudium Mechatronik,"Zur KV ist eine mündliche Prüfung abzulegen.
In die Endnote gehen die Note zu den Übungsblättern und die Note der mündlichen Prüfung zu jeweils 50% ein. Die Prüfung ist bestanden, wenn Sie mindestens die Note 4 in beiden Prüfungsanteilen erreichen.
Bitte bringen Sie zu den mündlichen Prüfungen die 4 Uebungsblätter mit ! ",,Deutsch,keine,(*)Elective Tracks,22,max,13.0,0.0,13.0,True,False,90.0,False,False,0.1368,0.0855
"325.004, 531.170",Mi.,HS 18,,False,False,False,0,2024-05-22 10:15:00,2024-05-22 11:45:00,164,21,"Zahlentheorie,Einführung in die Zahlentheorie",VO,Präsenz,Friedrich Pillichshammer,2024S,"3,00",117,13.0,I. Finanzmath. u. Angew. Zahlentheorie,,B3 - Bachelor 3. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Technische Mathematik,Schriftliche Prüfung,,Deutsch,,Wahlfächer,10,median,37.0,29.0,33.0,False,False,90.0,False,False,0.2821,0.2012
327.029,Mi.,HS 19,,False,False,False,1,2024-05-22 10:15:00,2024-05-22 11:45:00,152,21,Numerik und Optimierung,KV,Präsenz,Stefan Takacs,2024S,"6,00",95,27.0,I. Numerische Mathematik,,M1 - Master 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Masterstudium Mechatronik,"Zur KV ist eine mündliche Prüfung abzulegen.
In die Endnote gehen die Note zu den Übungsblättern und die Note der mündlichen Prüfung zu jeweils 50% ein. Die Prüfung ist bestanden, wenn Sie mindestens die Note 4 in beiden Prüfungsanteilen erreichen.
Bitte bringen Sie zu den mündlichen Prüfungen die 4 Uebungsblätter mit ! ",,Deutsch,keine,(*)Elective Tracks,22,max,2.0,17.0,17.0,False,False,90.0,False,True,0.1789,0.1118
259.022,Mi.,HS 19,Distributed and Client/Server Software Architecture,False,False,False,1,2024-05-22 12:00:00,2024-05-22 14:30:00,152,21,Software Architectures,KV,Präsenz,Rainer Weinreich,2024S,"4,50",62,13.0,I. WI Software Engineering,rainer.weinreich@jku.at,M1 - Master 1. Jahr,Informatik,Johannes Kepler Universität Linz,Masterstudium Computer Science,"(*)Lecture: written exam at the end of the semesterExercises: written contributions, presentations and discussionsThe total grade is a weighted average of the points reached for both parts (ratio lecture:exercises = 2:1)","(*)Slide-based presentation, exercises with discussions, small projects in teams",Englisch,,(*)Major Subject,9,max,26.0,15.0,26.0,False,True,150.0,True,True,0.4194,0.1711
258.300,Mi.,HS 18,"KBS: Logic-based Knowl. Repr & Reas, Heuristic Search, Gen. Algo.",False,False,False,0,2024-05-22 12:00:00,2024-05-22 13:30:00,164,21,Data & Knowledge Engineering,VL,Präsenz,Michael Schrefl,2024S,"3,00",133,14.0,I. WI Data & Knowledge Engineering,dke.win@jku.at,B2 - Bachelor 2. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik,Klausur (gemeinsam mit Übungsklausur): 2 Teile je 60 Minuten,Siehe Studienmodul  Methoden und Konzepte des Data & Knowledge Engineering (Sonstige Informationen)	,Deutsch,Siehe Studienmodul  Methoden und Konzepte des Data & Knowledge Engineering,Data & Knowledge Engineering,11,max,0.0,2.0,2.0,False,True,90.0,False,True,0.015,0.0122
365.232,Mi.,HS 19,,False,False,False,1,2024-05-22 14:30:00,2024-05-22 15:15:00,152,21,Programming in Python II,UE,Präsenz,Rainer Dangl,2024S,"1,50",46,13.0,I. Machine Learning,,B1 - Bachelor 1. Jahr,Artificial Intelligence,Johannes Kepler Universität Linz,Bachelorstudium Artificial Intelligence,(*)Online Assignments,,Englisch,,(*)Computer Science,10,max,8.0,22.0,22.0,True,True,45.0,False,True,0.4783,0.1447
256.600,Mi.,HS 18,"Flipped Classroom - Selbststudium (Videos zu Media Ecology), siehe Mail",False,False,False,0,2024-05-22 17:15:00,2024-05-22 18:45:00,164,21,Soziale Auswirkungen der IT,KS,Präsenz,Hermann Sikora,2024S,"3,00",154,13.0,I. WI Information Engineering,office@ie.jku.at,B3 - Bachelor 3. Jahr,Sozialwissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik,Kurzreferat und schriftliche Arbeit zu einem selbstgewählten Thema.,Kurze beschreibende oder empirische Studie,Deutsch,,Soziale und geschlechterspezifische Aspekte der IT,8,max,2.0,0.0,2.0,True,True,90.0,False,False,0.013,0.0122
371.000,Do.,HS 18,,False,False,False,0,2024-05-23 08:30:00,2024-05-23 10:00:00,164,21,Einführung in den Maschinenbau,VL,Präsenz,Klaus Zeman,2024S,"3,00",148,27.0,I. Mechatr. Produktentw. u. Fertigung,klaus.zeman@jku.at,B1 - Bachelor 1. Jahr,Maschinenbau,Johannes Kepler Universität Linz,Bachelorstudium Maschinenbau,schriftliche Prüfung,"Frontalunterricht, Erklären der theoretischen Grundlagen anhand eines Skriptums und Beispielen",Deutsch,keine,Pflichtfächer,21,median,26.0,27.0,26.0,True,False,90.0,False,False,0.1757,0.1585
358.001,Do.,HS 19,,False,False,False,1,2024-05-23 08:30:00,2024-05-23 10:00:00,152,21,Maschinenelemente,VL,Präsenz,Gudrun Mikota,2024S,"3,00",118,13.0,I. Maschinenlehre u. Fluidtechnik,office.imh@jku.at,B2 - Bachelor 2. Jahr,Maschinenbau,Johannes Kepler Universität Linz,Bachelorstudium Maschinenbau,"Schriftliche und mündliche Prüfung. Die schriftliche Prüfung besteht aus zwei Beispielen; beide Beispiele umfassen jeweils die Berechnung einer kleineren Baugruppe. In Summe muss die Hälfte der Punkte erreicht werden, um zur mündlichen Prüfung antreten zu können. Ausnahme: bei der 3. Prüfung kann in jedem Fall ein Antritt zur mündlichen Prüfung erfolgen. In der mündlichen Prüfung werden zwei Fragen gestellt, die meist einen größeren Bereich umfassen; während der Antwort werden Zwischenfragen gestellt, um die Durchdringung des Fachgebietes zu überprüfen.",Frontalunterricht; ausführliches Skriptum; Üben des Erlernten in den begleitenden Übungen (siehe Maschinenelemente Übungen) ,Deutsch,Keine,Pflichtfächer,10,median,11.0,13.0,12.0,True,False,90.0,False,False,0.1017,0.0789
531.120,Do.,HS 18,,False,False,False,0,2024-05-23 10:15:00,2024-05-23 11:45:00,164,21,Lineare Algebra I,VO,Präsenz,Erhard Aichinger,2024S,"4,00",102,26.0,A. MINT Didaktik,erhard.aichinger@jku.at,,,,,,,,,Not available,20,median,24.0,22.0,23.0,False,False,90.0,False,False,0.2255,0.1402
327.029,Do.,HS 19,,False,False,False,1,2024-05-23 10:15:00,2024-05-23 11:45:00,152,21,Numerik und Optimierung,KV,Präsenz,Stefan Takacs,2024S,"6,00",95,27.0,I. Numerische Mathematik,,M1 - Master 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Masterstudium Mechatronik,"Zur KV ist eine mündliche Prüfung abzulegen.
In die Endnote gehen die Note zu den Übungsblättern und die Note der mündlichen Prüfung zu jeweils 50% ein. Die Prüfung ist bestanden, wenn Sie mindestens die Note 4 in beiden Prüfungsanteilen erreichen.
Bitte bringen Sie zu den mündlichen Prüfungen die 4 Uebungsblätter mit ! ",,Deutsch,keine,(*)Elective Tracks,22,max,22.0,14.0,22.0,False,True,90.0,False,False,0.2316,0.1447
531.120,Do.,HS 18,Tutorium / Fragestunde,False,False,True,0,2024-05-23 12:00:00,2024-05-23 13:30:00,164,21,Lineare Algebra I,VO,Präsenz,Erhard Aichinger,2024S,"4,00",102,26.0,A. MINT Didaktik,erhard.aichinger@jku.at,,,,,,,,,Not available,20,max,1.0,8.0,8.0,False,False,90.0,False,False,0.0784,0.0488
"531.240, 531.241, 531.242",Do.,HS 19,,False,False,False,1,2024-05-23 13:45:00,2024-05-23 14:30:00,152,21,Geometrie,UV,Präsenz,Bert Jüttler,2024S,"3,00",54,34.0,A. MINT Didaktik,"bert.juettler@jku.at, katharina.rittenscho@ph-linz.at",,,,,,,,,Not available,11,median,43.0,49.0,46.0,True,True,45.0,False,False,0.8519,0.3026
531.208,Do.,HS 18,,False,False,False,0,2024-05-23 13:45:00,2024-05-23 15:15:00,164,21,Wahrscheinlichkeitsrechnung,VO,Präsenz,Peter Kritzer,2024S,"4,00",76,28.0,A. MINT Didaktik,Peter.Kritzer@oeaw.ac.at,,,,,,,,,Not available,8,median,13.0,15.0,14.0,False,False,90.0,False,False,0.1842,0.0854
531.240,Do.,HS 19,,False,False,False,1,2024-05-23 14:30:00,2024-05-23 15:15:00,152,21,Geometrie,UV,Präsenz,Bert Jüttler,2024S,"3,00",30,34.0,A. MINT Didaktik,"bert.juettler@jku.at, katharina.rittenscho@ph-linz.at",,,,,,,,,Not available,10,max,6.0,30.0,30.0,True,False,45.0,False,False,1.0,0.1974
"531.240, 531.241, 531.242",Do.,HS 18,1. Nachtest,False,True,False,0,2024-05-23 15:30:00,2024-05-23 16:15:00,164,21,Geometrie,UV,Präsenz,Bert Jüttler,2024S,"3,00",54,34.0,A. MINT Didaktik,"bert.juettler@jku.at, katharina.rittenscho@ph-linz.at",,,,,,,,,Not available,11,max,13.0,6.0,13.0,False,True,45.0,False,False,0.2407,0.0793
339.170,Do.,HS 19,,False,False,False,1,2024-05-23 15:30:00,2024-05-23 17:00:00,152,21,Softwareentwicklung 1,VO,Präsenz,Hanspeter Mössenböck,2024S,"3,00",106,12.0,I. Systemsoftware,hanspeter.moessenboeck@jku.at,B1 - Bachelor 1. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik,Klausur am Semesterende,Folienvortrag mit Beispielen an der Tafel.,Deutsch,Für nähere Informationen siehe http://ssw.jku.at/Teaching/Lectures/,Software,11,median,24.0,20.0,22.0,False,False,90.0,False,False,0.2075,0.1447
190.300,Do.,HS 19,Rechtsformen Unternehmen,False,False,False,1,2024-05-23 17:15:00,2024-05-23 19:45:00,152,21,Privatrecht für Wirtschaftsinformatik,KV,Präsenz,Martina Eliskases,2024S,"4,50",118,11.0,I. Zivilrecht,martina@eliskases.at,B2 - Bachelor 2. Jahr,Rechtswissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik,"zwei Klausuren (Gewichtung jeweils 50 %, positive Note ab insgesamt mehr als 50 % der Punkte)","Die Lehrveranstaltung besteht aus zwei Komponenten: Ein Teil der Lehrveranstaltung ist seinem Charakter nach als klassische „Vorlesung“ konzipiert, der der Stoffvermittlung dient. Der andere Teil hat primär Übungscharakter, bei dem der vermittelte Stoff auf Fälle angewendet wird.",Deutsch,,Grundlagen des Rechts,8,median,18.0,22.0,20.0,False,True,150.0,True,True,0.1695,0.1316
