course_number,weekday,room,note,exam,test,tutorium,room_id,start_time,end_time,room_capacity,calendar_week,course_name,type,kind,lecturer,semester,ects,registered_students,no_dates_total,instute,email,level,study_area,university,curriculum,assessment_criteria,teaching_methods,language,other_information,study_subject,no_dates_dataset,present_students_b,present_students_a,present_students,first,last,duration,irregular,relative_registered,relative_capacity
231.115,Mo.,HS 19,,False,False,False,1,2024-04-22 12:00:00,2024-04-22 13:30:00,152,17,Grundzüge der empirischen Sozialforschung,VU,Präsenz,Dimitri Prandner,2024S,"3,00",72,13.0,A. Empirische Sozialforschung,dimitri.prandner@jku.at,B1 - Bachelor 1. Jahr,Sozialwissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Soziologie 2023W,Positive Absolvierung einer schriftlichen Abschlussarbeit am Ende des Semesters,"Vortrag durch die/den Lehrende/nZu jedem Termin wird im MOODLE ein aktueller Foliensatz bereit gestellt.
Nach Möglichkeit erfolgt am Beginn jeder Vorlesung eine interaktive Wiederholung des Stoffs der letzten Einheit.
Es existiert eine autorisierte Vorlesungsmitschrift, die jährlich aktualisiert wird und zum Selbstkostenpreis erworben werden kann.
Der LVA ist im MOODLE ein Diskussionsforum zugeordnet, das von TutorInnen betreut wird.",Deutsch,Internet-Lexikon der Methoden der empirischen Sozialforschung: http://wlm.userweb.mwn.de/ilmes.htm,Pflichtfächer,6,22.0,27.0,24.0,False,False,90.0,False,0.3333,0.1579
258.410,Mo.,HS 18,Cluster Analysis / Outlier Detection,False,False,False,0,2024-04-22 12:00:00,2024-04-22 13:30:00,164,17,Data Mining,VL,Präsenz,Christoph Georg Schütz,2024S,"3,00",170,10.0,I. WI Data & Knowledge Engineering,christoph.schuetz@jku.at,M1 - Master 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Masterstudium Wirtschaftsinformatik 2023W,Schriftliche Klausur,"Die Lehrinhalte werden vermittelt mittels Methoden des Blended Learning, insbesondere Flipped Classroom, mit interaktiven Elementen zur Festigung des Wissens.",deutsch/englisch,,Wahlfach Wirtschaftsinformatik,5,62.0,44.0,53.0,True,False,90.0,False,0.3118,0.3232
136.309,Mo.,HS 18,,False,False,False,0,2024-04-22 13:45:00,2024-04-22 15:15:00,164,17,Kriminologie/Abweichendes Verhalten,VL,Präsenz,Helmut Hirtenlehner,2024S,"3,00",98,12.0,I. Strafrechtswissenschaften,,D - Diplom,Sozialwissenschaften,Johannes Kepler Universität Linz,Diplomstudium Rechtswissenschaften 2016W,Klausur am Ende des Semesters,Vortrag,Deutsch,,Wahlfächer,6,28.0,22.0,25.0,False,False,90.0,False,0.2551,0.1524
190.035,Mo.,HS 19,,False,False,False,1,2024-04-22 13:45:00,2024-04-22 15:15:00,152,17,Schuldrecht Besonderer Teil: Gesetzliche Schuldverhältnisse,KS,Präsenz,Andreas Geroldinger,2024S,"3,00",64,28.0,I. Zivilrecht,privatrechtsentwicklung@jku.at,D - Diplom,Rechtswissenschaften,Johannes Kepler Universität Linz,Diplomstudium Rechtswissenschaften 2016W,"Die Beurteilung erfolgt auf Grundlage automatisierter Computer-Tests über den gesamten Stoff der Lehrveranstaltung. Im Präsenzstudium werden während des laufenden Semesters vier bis sieben derartige Tests angeboten; die genaue Anzahl der Tests sowie der jeweils maßgebliche Stoffumfang werden zu Beginn der Lehrveranstaltung bekanntgegeben. Das schlechteste Ergebnis wird für die Beurteilung nicht herangezogen. Im Multimediastudium werden die Anzahl und näheren Modalitäten der Tests zu Beginn der Lehrveranstaltung bekanntgegeben.
Beurteilung: 
Teilnahme an allen oder an der um eins verminderten Anzahl an angebotenen Tests und mindestens die Hälfte der Fragen der für die Gesamtbeurteilung maßgebenden Tests richtig beantwortet = „mit Erfolg teilgenommen“
	weniger als die Hälfte der Fragen richtig beantwortet = „ohne Erfolg teilgenommen“
Studierende, die auf dieser Grundlage mit „ohne Erfolg teilgenommen“ beurteilt wurden, haben das Recht, die Lehrveranstaltungsprüfung in dem auf die Lehrveranstaltung folgenden Semester bis zu zweimal zu wiederholen. Jede Wiederholung erfolgt in Form eines automatisierten Computer-Tests über den gesamten Stoff der Lehrveranstaltung. Für die Beurteilung „mit Erfolg teilgenommen“ muss mindestens die Hälfte der Fragen richtig beantwortet werden.",Vortrag mit interaktiven Elementen ,Deutsch,,Zweiter Studienabschnitt,6,26.0,21.0,23.0,False,False,90.0,False,0.3594,0.1513
238.213,Mo.,HS 18,,False,False,False,0,2024-04-22 15:30:00,2024-04-22 17:00:00,164,17,Statistik für Sozial- und Wirtschaftswissenschaften,KS,Präsenz,Andreas Quatember,2024S,"3,00",174,14.0,A. Datengewinnung und Datenqualität,andreas.quatember@jku.at,B1 - Bachelor 1. Jahr,Statistik,Johannes Kepler Universität Linz,,,,,,Pflichtfächer,6,38.0,26.0,32.0,False,True,90.0,False,0.1839,0.1951
252.031,Mo.,HS 19,Reflexion in Kleingruppen,False,False,False,1,2024-04-22 15:30:00,2024-04-22 17:00:00,152,17,Ethik,IK,Präsenz,Johannes Thaller,2024S,"3,00",38,9.0,I. Controlling und Consulting,,B3 - Bachelor 3. Jahr,Betriebswirtschaftslehre,Johannes Kepler Universität Linz,Bachelorstudium Betriebswirtschaftslehre 2023W,Reflexionen und Poster Präsentationen,"Vorträge im Rahmen einer Ringvorlesung, Diskussionen und Poster Präsentationen",Deutsch und Englisch,Es erfolgen in der LVA Expertenvorträge im Rahmen einer Ringvorlesung sowie Poster Präsentationen und Kleingruppendiskussionen.,Pflichtfächer,1,39.0,36.0,37.0,False,False,90.0,True,0.9737,0.2434
360.001,Mo.,HS 19,Tutorium,False,False,True,1,2024-04-22 17:15:00,2024-04-22 18:45:00,152,17,Grundzüge der Thermofluiddynamik,VL,Präsenz,Philipp Gittler,2024S,"4,50",122,28.0,I. Strömungslehre u. Wärmeübertragung,office.fluid@jku.at,B2 - Bachelor 2. Jahr,Mechatronik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2022W,Schriftliche und/oder mündliche Prüfung,Vortrag anhand eines Skriptums,Deutsch,begleitende Übung,Pflichtfächer,12,10.0,9.0,9.0,False,True,90.0,False,0.0738,0.0592
366.560,Di.,HS 19,,False,False,False,1,2024-04-23 08:30:00,2024-04-23 10:00:00,152,17,Statistik,VO,Präsenz,Thomas Forstner,2024S,"3,00",147,14.0,A. Angewandte Systemforsch. u. Statistik,thomas.forstner@jku.at,B2 - Bachelor 2. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2022W,Klausur am Semesterende,Vortrag durch die/den Lehrende/n,Deutsch,"Abteilungshomepage: www.systat.jku.at
weiterführende Lehrveranstaltungen:
Statistik 2 (aufbauend auf den Grundkenntnissen aus einer einführenden Statistik-LVA werden weitere parametrische und nicht-parametrische Testverfahren vorgestellt)
Special Topics: Computer Assisted Statistics with SPSS (Umsetzung der erworbenen statistischen Methoden mittels des Programmpakets SPSS)
Special Topics: Biostatistics in Clinical Research (einführende Lehrveranstaltung über die statistischen Methoden in der klinischen Forschung)
Special Topics: Applied Biostatistics (weiterführende Lehrveranstaltung über die statistischen Methoden in der klinischen Forschung)
Special Topics: Statistics 3 - Univariate Methods
Special Topics: Statistics 4 - Multivariate Methods
Special Topics: Statistical Coaching (Servicelehrveranstaltung für alle Studierende, die bei der Abfassung von Seminararbeiten, Bachlorarbeiten, Masterarbeiten, Dissertationen und usw. statistische Unterstützung benötigen) ",Theorie,6,25.0,29.0,27.0,True,False,90.0,False,0.1837,0.1776
361.001,Di.,HS 18,,False,False,False,0,2024-04-23 08:30:00,2024-04-23 10:00:00,164,17,Regelungstechnik,VL,Präsenz,Markus Schöberl,2024S,"4,50",131,21.0,I. Regelungstechn. u. Prozessautomatis.,,B2 - Bachelor 2. Jahr,Mechatronik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2023W,schriftliche Klausur und/oder mündliche Prüfung,Tafel- und Folienvortrag,Deutsch,,Pflichtfächer,11,46.0,48.0,47.0,True,False,90.0,False,0.3588,0.2866
340.100,Di.,HS 18,,False,False,False,0,2024-04-23 10:15:00,2024-04-23 11:45:00,164,17,Algorithmen und Datenstrukturen 1,VO,Präsenz,Alois Ferscha,2024S,"3,00",194,14.0,I. Pervasive Computing,teaching@pervasive.jku.at,B1 - Bachelor 1. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2021S,Klausur am Semesterende ,Foliengestützter Vortrag,Deutsch,https://www.pervasive.jku.at/Teaching/,Software,5,45.0,21.0,33.0,False,False,90.0,False,0.1701,0.2012
360.001,Di.,HS 19,,False,False,False,1,2024-04-23 10:15:00,2024-04-23 11:45:00,152,17,Grundzüge der Thermofluiddynamik,VL,Präsenz,Philipp Gittler,2024S,"4,50",122,28.0,I. Strömungslehre u. Wärmeübertragung,office.fluid@jku.at,B2 - Bachelor 2. Jahr,Mechatronik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2022W,Schriftliche und/oder mündliche Prüfung,Vortrag anhand eines Skriptums,Deutsch,begleitende Übung,Pflichtfächer,12,35.0,22.0,28.0,False,False,90.0,False,0.2295,0.1842
259.002,Di.,HS 18,"Präsenztermin, Video Einheit: Collections",False,False,False,0,2024-04-23 12:00:00,2024-04-23 13:30:00,164,17,Einführung in die Softwareentwicklung mit Python,VL,Präsenz,Iris Groher,2024S,"3,00",223,11.0,I. WI Software Engineering,iris.groher@jku.at,B2 - Bachelor 2. Jahr,Betriebswirtschaftslehre,Johannes Kepler Universität Linz,Bachelorstudium Betriebswirtschaftslehre 2021W,Kumulative Modulprüfung,"Folienvortrag mit Beispielen an der Tafel, Distance Learning",Deutsch / English,(*)Attending the exercise (Uebung) connected with this lecture in the same semester is obligatory.,Wahlfächer,3,48.0,44.0,46.0,False,False,90.0,False,0.2063,0.2805
382.037,Di.,HS 19,,False,False,False,1,2024-04-23 12:00:00,2024-04-23 15:15:00,152,17,Schaltungs- und Programmiertechnik 2,VL,Präsenz,Michael Lunglmayr,2024S,"6,00",139,15.0,I. Signalverarbeitung,office.isp@jku.at,B1 - Bachelor 1. Jahr,Medical Engineering,Johannes Kepler Universität Linz,Bachelorstudium Medical Engineering 2022W,Schriftliche Klausur,Folien/Tafelvortrag und Distance Learning,Deutsch,,Informationstechnik,6,40.0,16.0,28.0,False,False,195.0,True,0.2014,0.1842
364.000,Di.,HS 18,Advanced Texture Mapping & Graphics Pipelines,False,False,False,0,2024-04-23 13:45:00,2024-04-23 15:15:00,164,17,Computer Graphics,VO,Präsenz,Oliver Bimber,2024S,"3,00",186,12.0,I. für Computergrafik,oliver.bimber@jku.at,B3 - Bachelor 3. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2021S,"Zwischenprüfung e-Exam (Moodle Test) 
abschließende e-Prüfung (Moodle-Test)",PowerPoint Slides,Englisch,,Anwendungen,6,28.0,21.0,24.0,False,False,90.0,False,0.129,0.1463
340.400,Di.,HS 18,,False,False,False,0,2024-04-23 15:30:00,2024-04-23 17:00:00,164,17,Embedded and Pervasive Systems,VO,Präsenz,Alois Ferscha,2024S,"3,00",140,13.0,I. Pervasive Computing,teaching@pervasive.jku.at,B3 - Bachelor 3. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2021S,Klausur am Semesterende,Foliengestützter Vortrag ,Deutsch,https://www.jku.at/institut-fuer-pervasive-computing/,Systeme,5,18.0,23.0,20.0,False,True,90.0,False,0.1429,0.122
229.054,Di.,HS 19,,False,False,False,1,2024-04-23 15:30:00,2024-04-23 18:00:00,152,17,Grundbegriffe und Grundzüge der Politik,VU,Präsenz,Harald Stöger,2024S,"6,00",138,14.0,I. Politikwissenschaft und Sozialpolitik,harald.stoeger@jku.at,B1 - Bachelor 1. Jahr,Sozialwissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Sozialwirtschaft 2021W,"Abschlussklausur und kleinere schriftliche Leistungen (Exposé, Leseverständnistest(s), Textkommentar, etc.) während des Semesters.",Vorlesung mit interaktiven Elementen.,Deutsch,,Wahlfächer,5,39.0,34.0,36.0,False,True,150.0,True,0.2609,0.2368
371.000,Mi.,HS 18,,False,False,False,0,2024-04-24 08:30:00,2024-04-24 10:00:00,164,17,Einführung in den Maschinenbau,VL,Präsenz,Klaus Zeman,2024S,"3,00",148,27.0,I. Mechatr. Produktentw. u. Fertigung,klaus.zeman@jku.at,B1 - Bachelor 1. Jahr,Maschinenbau,Johannes Kepler Universität Linz,Bachelorstudium Maschinenbau 2022W,schriftliche Prüfung,"Frontalunterricht, Erklären der theoretischen Grundlagen anhand eines Skriptums und Beispielen",Deutsch,keine,Pflichtfächer,12,33.0,21.0,27.0,True,False,90.0,False,0.1824,0.1646
"325.004, 531.170",Mi.,HS 18,,False,False,False,0,2024-04-24 10:15:00,2024-04-24 11:45:00,164,17,"Einführung in die Zahlentheorie,Zahlentheorie",VO,Präsenz,Friedrich Pillichshammer,2024S,"3,00",117,13.0,I. Finanzmath. u. Angew. Zahlentheorie,,B3 - Bachelor 3. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Technische Mathematik 2023W,Schriftliche Prüfung,,Deutsch,,Wahlfächer,6,45.0,23.0,34.0,False,False,90.0,False,0.2906,0.2073
327.029,Mi.,HS 19,,False,False,False,1,2024-04-24 10:15:00,2024-04-24 11:45:00,152,17,Numerik und Optimierung,KV,Präsenz,Stefan Takacs,2024S,"6,00",95,27.0,I. Numerische Mathematik,,M1 - Master 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Masterstudium Mechatronik 2022W,"Zur KV ist eine mündliche Prüfung abzulegen.
In die Endnote gehen die Note zu den Übungsblättern und die Note der mündlichen Prüfung zu jeweils 50% ein. Die Prüfung ist bestanden, wenn Sie mindestens die Note 4 in beiden Prüfungsanteilen erreichen.
Bitte bringen Sie zu den mündlichen Prüfungen die 4 Uebungsblätter mit ! ",,Deutsch,keine,(*)Elective Tracks,13,27.0,30.0,28.0,True,False,90.0,False,0.2947,0.1842
258.300,Mi.,HS 18,"WebIS: XML, DBS: Temporal DBS",False,False,False,0,2024-04-24 12:00:00,2024-04-24 13:30:00,164,17,Data & Knowledge Engineering,VL,Präsenz,Michael Schrefl,2024S,"3,00",133,14.0,I. WI Data & Knowledge Engineering,dke.win@jku.at,B2 - Bachelor 2. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2022W,Klausur (gemeinsam mit Übungsklausur): 2 Teile je 60 Minuten,Siehe Studienmodul  Methoden und Konzepte des Data & Knowledge Engineering (Sonstige Informationen)	,Deutsch,Siehe Studienmodul  Methoden und Konzepte des Data & Knowledge Engineering,Data & Knowledge Engineering,6,4.0,8.0,6.0,False,False,90.0,False,0.0451,0.0366
259.022,Mi.,HS 19,Exercise Part 1: Discussion,False,False,False,1,2024-04-24 12:00:00,2024-04-24 14:30:00,152,17,Software Architectures,KV,Präsenz,Rainer Weinreich,2024S,"4,50",62,13.0,I. WI Software Engineering,rainer.weinreich@jku.at,M1 - Master 1. Jahr,Informatik,Johannes Kepler Universität Linz,Masterstudium Computer Science 2021W,"(*)Lecture: written exam at the end of the semesterExercises: written contributions, presentations and discussionsThe total grade is a weighted average of the points reached for both parts (ratio lecture:exercises = 2:1)","(*)Slide-based presentation, exercises with discussions, small projects in teams",Englisch,,(*)Major Subject,5,43.0,31.0,37.0,False,True,150.0,True,0.5968,0.2434
257.200,Mi.,HS 18,,False,False,False,0,2024-04-24 13:45:00,2024-04-24 15:15:00,164,17,Prozess- und Kommunikationsmodellierung,VL,Präsenz,Udo Kannengiesser,2024S,"3,00",152,8.0,I. WI Communications Engineering,udo.kannengiesser@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2020W,Klausur,"Konzeptuelle Inputs und interaktiver Diskurs auf Basis von Fragen, die zu jeder Lerneinheit gestellt werden. Das gesamte Material ist didaktisch aufbereitet in einer e-Learning-Plattform verfügbar. Die Studierenden haben die Möglichkeit, ihre Überlegungen in einem den Fragen zugeordneten Forum kontextsensitiv einzupflegen und zu bearbeiten.",Deutsch,Siehe  Prozess- und Kommunikationsmodellierung,Wahlfächer,5,15.0,7.0,11.0,False,False,90.0,False,0.0724,0.0671
365.232,Mi.,HS 19,,False,False,False,1,2024-04-24 14:30:00,2024-04-24 15:15:00,152,17,Programming in Python II,UE,Präsenz,Rainer Dangl,2024S,"1,50",46,13.0,I. Machine Learning,,B1 - Bachelor 1. Jahr,Artificial Intelligence,Johannes Kepler Universität Linz,Bachelorstudium Artificial Intelligence 2020W,(*)Online Assignments,,Englisch,,(*)Computer Science,6,11.0,34.0,22.0,True,True,45.0,True,0.4783,0.1447
"257.211, 257.213, 257.214",Mi.,HS 18,,False,False,False,0,2024-04-24 15:30:00,2024-04-24 17:00:00,164,17,Prozess- und Kommunikationsmodellierung,UE,Präsenz,Udo Kannengiesser,2024S,"3,00",77,10.0,I. WI Communications Engineering,udo.kannengiesser@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2020W,Beurteilung von individuellen Modellierungsaufgaben und der Ergebnisse der Gruppenreflexion(Gewichtung je 50%) für jede Teilaufgabe.,Angeleitete Explorierung und Reflexion,Deutsch,Siehe  Prozess- und Kommunikationsmodellierung,Wahlfächer,4,5.0,4.0,4.0,False,False,90.0,True,0.0519,0.0244
256.600,Mi.,HS 18,Vertiefungsthema Künstliche Intelligenz (KI),False,False,False,0,2024-04-24 17:15:00,2024-04-24 18:45:00,164,17,Soziale Auswirkungen der IT,KS,Präsenz,Hermann Sikora,2024S,"3,00",154,13.0,I. WI Information Engineering,office@ie.jku.at,B3 - Bachelor 3. Jahr,Sozialwissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2022W,Kurzreferat und schriftliche Arbeit zu einem selbstgewählten Thema.,Kurze beschreibende oder empirische Studie,Deutsch,,Soziale und geschlechterspezifische Aspekte der IT,5,22.0,28.0,25.0,False,True,90.0,False,0.1623,0.1524
371.000,Do.,HS 18,,False,False,False,0,2024-04-25 08:30:00,2024-04-25 10:00:00,164,17,Einführung in den Maschinenbau,VL,Präsenz,Klaus Zeman,2024S,"3,00",148,27.0,I. Mechatr. Produktentw. u. Fertigung,klaus.zeman@jku.at,B1 - Bachelor 1. Jahr,Maschinenbau,Johannes Kepler Universität Linz,Bachelorstudium Maschinenbau 2022W,schriftliche Prüfung,"Frontalunterricht, Erklären der theoretischen Grundlagen anhand eines Skriptums und Beispielen",Deutsch,keine,Pflichtfächer,12,28.0,19.0,23.0,True,False,90.0,False,0.1554,0.1402
358.001,Do.,HS 19,,False,False,False,1,2024-04-25 08:30:00,2024-04-25 10:00:00,152,17,Maschinenelemente,VL,Präsenz,Gudrun Mikota,2024S,"3,00",118,13.0,I. Maschinenlehre u. Fluidtechnik,office.imh@jku.at,B2 - Bachelor 2. Jahr,Maschinenbau,Johannes Kepler Universität Linz,Bachelorstudium Maschinenbau 2023W,"Schriftliche und mündliche Prüfung. Die schriftliche Prüfung besteht aus zwei Beispielen; beide Beispiele umfassen jeweils die Berechnung einer kleineren Baugruppe. In Summe muss die Hälfte der Punkte erreicht werden, um zur mündlichen Prüfung antreten zu können. Ausnahme: bei der 3. Prüfung kann in jedem Fall ein Antritt zur mündlichen Prüfung erfolgen. In der mündlichen Prüfung werden zwei Fragen gestellt, die meist einen größeren Bereich umfassen; während der Antwort werden Zwischenfragen gestellt, um die Durchdringung des Fachgebietes zu überprüfen.",Frontalunterricht; ausführliches Skriptum; Üben des Erlernten in den begleitenden Übungen (siehe Maschinenelemente Übungen) ,Deutsch,Keine,Pflichtfächer,6,0.0,6.0,3.0,True,False,90.0,False,0.0254,0.0197
531.120,Do.,HS 18,,False,False,False,0,2024-04-25 10:15:00,2024-04-25 11:45:00,164,17,Lineare Algebra I,VO,Präsenz,Erhard Aichinger,2024S,"4,00",102,26.0,A. MINT Didaktik,erhard.aichinger@jku.at,,,,,,,,,Not available,12,49.0,38.0,43.0,False,False,90.0,False,0.4216,0.2622
327.029,Do.,HS 19,,False,False,False,1,2024-04-25 10:15:00,2024-04-25 11:45:00,152,17,Numerik und Optimierung,KV,Präsenz,Stefan Takacs,2024S,"6,00",95,27.0,I. Numerische Mathematik,,M1 - Master 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Masterstudium Mechatronik 2022W,"Zur KV ist eine mündliche Prüfung abzulegen.
In die Endnote gehen die Note zu den Übungsblättern und die Note der mündlichen Prüfung zu jeweils 50% ein. Die Prüfung ist bestanden, wenn Sie mindestens die Note 4 in beiden Prüfungsanteilen erreichen.
Bitte bringen Sie zu den mündlichen Prüfungen die 4 Uebungsblätter mit ! ",,Deutsch,keine,(*)Elective Tracks,13,0.0,0.0,0.0,False,True,90.0,False,0.0,0.0
531.120,Do.,HS 18,Tutorium / Fragestunde,False,False,True,0,2024-04-25 12:00:00,2024-04-25 13:30:00,164,17,Lineare Algebra I,VO,Präsenz,Erhard Aichinger,2024S,"4,00",102,26.0,A. MINT Didaktik,erhard.aichinger@jku.at,,,,,,,,,Not available,12,7.0,9.0,8.0,False,False,90.0,False,0.0784,0.0488
531.208,Do.,HS 18,,False,False,False,0,2024-04-25 13:45:00,2024-04-25 15:15:00,164,17,Wahrscheinlichkeitsrechnung,VO,Präsenz,Peter Kritzer,2024S,"4,00",76,28.0,A. MINT Didaktik,Peter.Kritzer@oeaw.ac.at,,,,,,,,,Not available,6,12.0,9.0,10.0,False,True,90.0,False,0.1316,0.061
"531.240, 531.241, 531.242",Do.,HS 19,,False,False,False,1,2024-04-25 13:45:00,2024-04-25 14:30:00,152,17,Geometrie,UV,Präsenz,Bert Jüttler,2024S,"3,00",54,34.0,A. MINT Didaktik,"bert.juettler@jku.at, katharina.rittenscho@ph-linz.at",,,,,,,,,Not available,7,0.0,1.0,0.0,True,True,45.0,False,0.0,0.0
531.240,Do.,HS 19,,False,False,False,1,2024-04-25 14:30:00,2024-04-25 15:15:00,152,17,Geometrie,UV,Präsenz,Bert Jüttler,2024S,"3,00",30,34.0,A. MINT Didaktik,"bert.juettler@jku.at, katharina.rittenscho@ph-linz.at",,,,,,,,,Not available,6,0.0,1.0,0.0,True,False,45.0,False,0.0,0.0
339.170,Do.,HS 19,,False,False,False,1,2024-04-25 15:30:00,2024-04-25 17:00:00,152,17,Softwareentwicklung 1,VO,Präsenz,Hanspeter Mössenböck,2024S,"3,00",106,12.0,I. Systemsoftware,hanspeter.moessenboeck@jku.at,B1 - Bachelor 1. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2022W,Klausur am Semesterende,Folienvortrag mit Beispielen an der Tafel.,Deutsch,Für nähere Informationen siehe http://ssw.jku.at/Teaching/Lectures/,Software,6,0.0,0.0,0.0,False,False,90.0,False,0.0,0.0
190.300,Do.,HS 19,Schadenersatz,False,False,False,1,2024-04-25 17:15:00,2024-04-25 19:45:00,152,17,Privatrecht für Wirtschaftsinformatik,KV,Präsenz,Martina Eliskases,2024S,"4,50",118,11.0,I. Zivilrecht,martina@eliskases.at,B2 - Bachelor 2. Jahr,Rechtswissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2023W,"zwei Klausuren (Gewichtung jeweils 50 %, positive Note ab insgesamt mehr als 50 % der Punkte)","Die Lehrveranstaltung besteht aus zwei Komponenten: Ein Teil der Lehrveranstaltung ist seinem Charakter nach als klassische „Vorlesung“ konzipiert, der der Stoffvermittlung dient. Der andere Teil hat primär Übungscharakter, bei dem der vermittelte Stoff auf Fälle angewendet wird.",Deutsch,,Grundlagen des Rechts,6,0.0,0.0,0.0,False,True,150.0,True,0.0,0.0
361.001,Fr.,HS 19,,False,False,False,1,2024-04-26 08:30:00,2024-04-26 10:00:00,152,17,Regelungstechnik,VL,Präsenz,Markus Schöberl,2024S,"4,50",131,21.0,I. Regelungstechn. u. Prozessautomatis.,,B2 - Bachelor 2. Jahr,Mechatronik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2023W,schriftliche Klausur und/oder mündliche Prüfung,Tafel- und Folienvortrag,Deutsch,,Pflichtfächer,11,48.0,28.0,38.0,True,False,90.0,False,0.2901,0.25
"362.064, 362.065, 362.066, 362.068, 362.073",Fr.,HS 19,Tutorium 1. TK,True,False,True,1,2024-04-26 10:15:00,2024-04-26 11:45:00,152,17,"Elektrische Maschinen und Antriebselektronik,Elektrische Maschinen",UE,Präsenz,Thomas Krainer,2024S,"1,50",112,8.0,I. Elektr. Antriebe u. Leistungselektr.,thomas.krainer@jku.at,B2 - Bachelor 2. Jahr,Mechatronik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,Schriftliche Klausur,,Deutsch,keine,Pflichtfächer,1,56.0,65.0,60.0,False,True,90.0,False,0.5357,0.3947
531.163,Fr.,HS 18,1. Teilklausur,True,False,False,0,2024-04-26 10:15:00,2024-04-26 12:45:00,164,17,Analysis II,UE,Präsenz,Jan-Michael Holzinger,2024S,"2,00",10,8.0,A. MINT Didaktik,jan-michael.holzinger@jku.at,,,,,,,,,Not available,1,0.0,26.0,13.0,True,True,150.0,True,1.3,0.0793
238.302,Mo.,HS 19,,False,False,False,1,2024-04-29 10:15:00,2024-04-29 11:45:00,152,18,Statistik für Sozial- und Wirtschaftswissenschaften,KS,Präsenz,Angela Bitto-Nemling,2024S,"3,00",115,14.0,A. Datenanalyse und Ökonometrie,angela.bitto-nemling@jku.at,B1 - Bachelor 1. Jahr,Statistik,Johannes Kepler Universität Linz,,,,,,Pflichtfächer,6,44.0,36.0,40.0,True,False,90.0,False,0.3478,0.2632
231.115,Mo.,HS 19,,False,False,False,1,2024-04-29 12:00:00,2024-04-29 13:30:00,152,18,Grundzüge der empirischen Sozialforschung,VU,Präsenz,Dimitri Prandner,2024S,"3,00",72,13.0,A. Empirische Sozialforschung,dimitri.prandner@jku.at,B1 - Bachelor 1. Jahr,Sozialwissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Soziologie 2023W,Positive Absolvierung einer schriftlichen Abschlussarbeit am Ende des Semesters,"Vortrag durch die/den Lehrende/nZu jedem Termin wird im MOODLE ein aktueller Foliensatz bereit gestellt.
Nach Möglichkeit erfolgt am Beginn jeder Vorlesung eine interaktive Wiederholung des Stoffs der letzten Einheit.
Es existiert eine autorisierte Vorlesungsmitschrift, die jährlich aktualisiert wird und zum Selbstkostenpreis erworben werden kann.
Der LVA ist im MOODLE ein Diskussionsforum zugeordnet, das von TutorInnen betreut wird.",Deutsch,Internet-Lexikon der Methoden der empirischen Sozialforschung: http://wlm.userweb.mwn.de/ilmes.htm,Pflichtfächer,6,9.0,17.0,13.0,False,False,90.0,False,0.1806,0.0855
258.410,Mo.,HS 18,Q & A / Exam Preparation,True,False,False,0,2024-04-29 12:00:00,2024-04-29 13:30:00,164,18,Data Mining,VL,Präsenz,Christoph Georg Schütz,2024S,"3,00",170,10.0,I. WI Data & Knowledge Engineering,christoph.schuetz@jku.at,M1 - Master 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Masterstudium Wirtschaftsinformatik 2023W,Schriftliche Klausur,"Die Lehrinhalte werden vermittelt mittels Methoden des Blended Learning, insbesondere Flipped Classroom, mit interaktiven Elementen zur Festigung des Wissens.",deutsch/englisch,,Wahlfach Wirtschaftsinformatik,5,59.0,58.0,58.0,True,False,90.0,False,0.3412,0.3537
